F,020200001,予期せぬエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,020200002,システム起動に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,020201001,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,020201003,センサーのバッテリー残量が低下しています。,充電してください。
E,020201004,パターンファイルの読み込みに予期せぬエラーが発生したため、ガンマ調整できません。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,020201005,バーコードリーダーへの接続に失敗しました。,ケーブルが正しく接続されていることを確認し、システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,020201006,指定された検査を開始できませんでした。,検査画面に戻って再度実行してください。
E,020201007,センサー通信エラーが発生しました。,このプロトコルで再撮影を行ってください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,020201008,センサーの温度が動作可能な範囲を超過しました。,電源投入のまましばらく使用を停止してください。
E,020201009,オーバーラップソフトの起動に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,020201010,センサーのバッテリー残量が低下しています。,充電してください。
E,020201011,センサーにバッテリーが装着されていないため、撮影できません。,撮影を行う場合はセンサーにバッテリーを装着してください。
E,020201012,センサーのバッテリーが不足しているため、撮影できません。,充電してください。
E,020201013,センサーのバッテリーが不足しているため、撮影できません。,充電してください。
E,020201014,手動同期モードを開始できませんでした。,手動同期モードをキャンセルして、再度実行してください。
E,020201015,内部エラーが発生しました。,手動同期モードを終了します。
W,020202001,センサーの温度が動作可能な範囲を超過する恐れがあります。,電源投入のまましばらく使用を控えてください。
W,020202002,センサーの温度が動作可能な範囲を超過しました。,電源投入のまましばらく使用を停止してください。
W,020202003,センサーが利用できなくなりました。照射終了しました。,
W,020202004,センサーのバッテリー残量が低下しています。,充電してください。
W,020202005,指定容量を削除できませんでした。,
W,020202006,EItが設定されていないため、DIのチェックが行えませんでした。,
E,030100001,キャリブレーションデータがありません。,QCツールより、キャリブレーションを行ってください。
E,03010000A,データベースのバックアップに失敗しました。,設定内容を確認してください。
E,03010000E,予期せぬエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,03010000F,照射キャンセルを失敗しました。,しばらく経ってから再度実行してください。
E,030100010,内部エラーが発生しました。,
E,030100011,内部エラーが発生しました。,
F,030100002,必要なサービスの起動に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030100003,システムエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030100004,システム起動に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030100005,必要なCOM+サーバーがインストールされていません。,サービスパーソンに連絡してください。
F,030100006,サービスの起動チェックでエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,030100007,センサーがHTモードで動作していません。,QCツールより、モード遷移を行ってください。
E,030100008,予期せぬエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030100009,システム起動に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03010000D,データベースに対する操作が失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03010000B,システム起動に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201001,センサー通信エラーが発生しました。,ケーブルが断線している、センサー電源断等の可能性があります。ケーブルが正しく接続されていることを確認し、センサーを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201002,取得データに周期性ノイズが検出されました。,キャリブレーション撮影ではグリッドを外す必要があります。
E,030201003,クーリングユニットが着脱されました。,処理を中断します。
E,030201004,キャリブレーションデータのチェックに失敗しました。,センサーに異常が発生したか、センサーの電源が入っていない可能性があります。ケーブルが正しく接続されていることを確認し、センサーを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201005,ジェネレータとの接続が切断されました。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201006,ジェネレータとの接続が切断されました。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201007,撮影準備に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201008,センサーのバッテリーが不足しています。,処理を中断します。
E,030201009,センサーの温度が動作可能な範囲を超過しました。,電源投入のまましばらく使用を停止してください。
E,030201010,センサーのバッテリーが外れています。,装着してください。
E,030201011,元データ取得を開始できませんでした。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,030201FFF,内部エラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202001,内部エラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202002,ワークスペース一覧の取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202003,使用するワークスペースの設定に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202004,キャリブレーションを開始できませんでした。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202005,パフォーマンステストを開始できませんでした。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202006,自己診断を開始できませんでした。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202007,キャリブレーション履歴の取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202008,パフォーマンステスト履歴の取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202009,自己診断履歴の取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020200A,グリッド情報の取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020200B,欠陥データ取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020200C,プロトコルの取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020200D,テスト結果の保存に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020200E,メモリ領域の確保に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020200F,撮影準備に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202010,撮影準備に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202011,画像処理に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202012,テスト結果の保存に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202013,平均画像の生成に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202014,センサー情報の保存に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202015,画像データの転送に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202016,機能診断に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202017,自己診断を開始できませんでした。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202018,キャブレーションデータの作成に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202019,キャブレーションデータの保存に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020201A,欠陥画素の抽出に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020201B,キャリブレーションデータのアップロードに失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020201C,画像データの転送に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020201D,画像の転送に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020201E,画像の転送に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,03020201F,センサーエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202020,照射メモの取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030202021,使用しているセンサーのファームウェアとの互換性がありません。,最適なファームウェアに更新してください。
F,030202022,適切なJumboパケット設定がなされていないか、Jumboパケット対応のネットワークカードが使用されていません。,サービスパーソンに連絡してください。
F,030202023,センサー登録後にファームウェアのバージョンアップが実施された可能性があります。,センサーを登録し直してください。
W,030203001,キャリブレーションデータの取得に失敗しました。,
W,030203002,撮影画像の取得に失敗しました。処理を中断します。,
W,030203003,センサーの温度が動作可能な範囲を超過しました。,電源投入のまましばらく使用を停止してください。
F,03020FFFF,内部エラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030300001,予期せぬエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,030300002,予期せぬエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100000,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100001,登録されていないワークスペースが指定されました。,設定内容を確認してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100002,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100003,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100004,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100005,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100006,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100007,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100008,未登録なセンサーが指定されました。,設定内容を確認してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100009,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100010,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100011,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100012,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100013,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100014,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100015,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100016,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100017,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100020,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100021,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100022,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100023,ジェネレータとの接続を確立できませんでした。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。
E,040100024,ジェネレータとの接続が切断されました。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100025,ジェネレータとの接続が切断されました。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100026,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100027,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100028,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100029,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100030,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100031,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100032,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100033,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100035,ジェネレータとの接続が切断されました。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100036,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100037,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100038,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100039,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100041,センサー特性補正データが不適切です。,再度実行してください。問題が解決しない場合は、QCツールよりキャリブレーションを行ってください。
E,040100042,センサー特性補正データのチェックに失敗しました。,再度実行してください。問題が解決しない場合は、QCツールよりキャリブレーションを行ってください。
E,040100043,ジェネレータとの通信に失敗しました。通信を正常化させるために、システムを再起動してください。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100044,ジェネレータとの通信に失敗しました。通信を正常化させるために、システムを再起動してください。,問題が解決しない場合は、サービスパーソンに連絡してください。
W,040100045,キャリブレーションデータが不正です。,キャリブレーションデータを更新してください。
E,040100046,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100047,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100048,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100049,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100050,ジェネレータとの通信に失敗しました。通信を正常化させるために、システムを再起動してください。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100051,ジェネレータとの通信に失敗しました。通信を正常化させるために、システムを再起動してください。,問題が解決しない場合は、サービスパーソンに連絡してください。
W,040100052,センサーから警告が通知されました。,
E,040100053,センサーからエラーが通知されました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100054,センサーから致命的なエラーが通知されました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100055,ジェネレータとの通信に失敗しました。,
E,040100056,ジェネレータとの接続が切断されました。,システム画面にてジェネレータの再接続を試みてください。それでも接続が回復しない場合は、システムを再起動してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100057,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100058,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100059,画像の再送要求に失敗しました。,
E,040100060,駆動モードの設定に失敗しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100061,スティッチ終了情報受信に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100062,スティッチ終了情報通知に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
F,040100063,使用しているセンサーのファームウェアとの互換性がありません。,最適なファームウェアに更新してください。
F,040100064,センサー登録後にファームウェアのバージョンアップが実施された可能性があります。,センサーを登録し直してください。
F,040100065,適切なJumboパケット設定がなされていないか、Jumboパケット対応のネットワークカードが使用されていません。,サービスパーソンに連絡してください。
F,040100066,無線のIP Addressと有線のIP Addressが逆に設定されています。,サービスパーソンに連絡してください。
E,040100067,分割撮影情報通知に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100068,分割撮影情報受信に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100069,トモシンセシス位置情報受信に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100070,発生装置連携情報通知に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100071,発生装置連携情報受信に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100072,レディインジケータの初期化に失敗しました。,レディインジケータを再度接続してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100073,レディインジケータの通知に失敗しました。,レディインジケータを再度接続してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100074,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100075,レディインジケータの接続検知中に異常が発生しました。,レディインジケータを再度接続してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040100076,サムネイル画像情報の通知に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040101006,センサーの温度が動作可能な範囲を超過しました。,電源投入のまましばらく使用を停止してください。
E,040101021,X線インタフェースへの接続に失敗しました。,X線インタフェースの接続状態を確認してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040101022,センサーへの接続が切断されました。,ケーブルが正しく接続されていることを確認し、センサーを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,040101023,画像データの転送に失敗しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
E,040101037,センサーへの強い衝撃を検出しました。,センサーに破損がないことを確認した上で使用してください。
E,040101038,センサーがReadyではないときにX線を検出しました。X線が照射された可能性があります。,Readyであることを確認してからX線を照射してください。なお、内部的にRefresh動作を実施したため、Refreshボタンを押下する必要はありません。
E,040101FFF,内部エラーが発生しました。,センサーを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
W,040101005,有効なセンサー情報ファイルが存在しません。,問題が解決しない場合は、サービスパーソンに連絡してください。
W,040101007,センサーの温度が動作可能な範囲を超過する恐れがあります。,電源投入のまましばらく使用を控えてください。
W,040101010,センサーの温度が動作可能な範囲を超過する恐れがあります。,電源投入のまましばらく使用を控えてください。
W,040101013,センサーにより照射が中止されました。,
W,040101014,センサーが一定時間使用されなかったため、待機状態へ移行しました。,使用する場合はプロトコルボタンを再度選択してください。
W,040101017,グリッドエラーを検知しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
W,040101018,グリッドエラーを検知しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
W,040101019,撮影中にグリッド操作が実施されました。,
W,040101020,センサーのログ機能でエラーが発生しました。,センサーを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
W,040101029,センサーのバッテリー充電関連のエラーが発生しました。,問題が解決しない場合は、サービスパーソンに連絡してください。
W,040101FFE,内部エラーが発生しました。,センサーを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,040200001,データベースに対する操作が失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,040200002,サーバーの接続に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
F,040200003,予期せぬエラーが発生しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200004,匿名バックアップに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200005,匿名データベースの削除に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200006,データベースのバックアップに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200007,データベースのリストアに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200008,匿名化されたデータベースのリストアに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200009,トランザクションログのバックアップに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020000A,トランザクションログのリストアに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020000B,データベースの削除に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020000C,データベースのアタッチに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020000D,データベースのデタッチに失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020000E,MDFファイルの情報取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020000F,トランザクションログの圧縮に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200010,データベースの最適化に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200011,データベース情報の取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200012,リカバリーモデルの設定に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200013,リカバリーモデルの取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200014,バックアップファイルのヘッダ情報の取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200015,データベース使用領域の取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200016,データベースの物理サイズの取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200017,トランザクションログの物理サイズの取得に失敗しました。 ,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040200018,データベースのアクセス情報の取得に失敗しました。 ,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020001B,サーバーのメモリ情報取得に失敗しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020001C,サーバーのメモリ情報設定に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,04020001D,断片化情報取得に失敗しました。,入力情報を確認し、再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
F,04020001E,最新のバックアップ実施情報の取得に失敗しました。,システムを再起動してください。再起動後も問題が解決しない場合は、サービスパーソンに連絡してください。
E,040300000,センサーが起動していません。,センサーの電源を確認してください。
E,040300001,内部エラーが発生しました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
E,040300002,センサーの構成に異常を検出しました。,サービスパーソンに連絡してください。
E,040300003,照射待ち要求が拒否されました。,再度実行してください。問題が解決しない場合は、サービスパーソンに連絡してください。
